Country,Province,Latitude,Longitude,Interface,Animal_ID,Taxa,Species,Common Name,Sampling_Date,Sex,Age,Sample_Type,PCR_Type,PCR_Protocol,PCR_Result
DR Congo,Kinshasa,-4.65,15.2,dwellings and temporary settlements,CDAR0248,rodents/shrews,Rattus rattus,Black Rat,8/2/17,male,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.65,15.2,dwellings and temporary settlements,CDAR0248,rodents/shrews,Rattus rattus,Black Rat,8/2/17,male,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.65,15.2,dwellings and temporary settlements,CDAR0248,rodents/shrews,Rattus rattus,Black Rat,8/2/17,male,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.65,15.2,dwellings and temporary settlements,CDAR0248,rodents/shrews,Rattus rattus,Black Rat,8/2/17,male,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.65,15.2,dwellings and temporary settlements,CDAR0249,rodents/shrews,Rattus rattus,Black Rat,8/2/17,male,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.65,15.2,dwellings and temporary settlements,CDAR0249,rodents/shrews,Rattus rattus,Black Rat,8/2/17,male,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.65,15.2,dwellings and temporary settlements,CDAR0249,rodents/shrews,Rattus rattus,Black Rat,8/2/17,male,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.65,15.2,dwellings and temporary settlements,CDAR0249,rodents/shrews,Rattus rattus,Black Rat,8/2/17,male,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.65,15.2,dwellings and temporary settlements,CDAR0250,rodents/shrews,Rattus rattus,Black Rat,8/2/17,male,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.65,15.2,dwellings and temporary settlements,CDAR0250,rodents/shrews,Rattus rattus,Black Rat,8/2/17,male,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.65,15.2,dwellings and temporary settlements,CDAR0250,rodents/shrews,Rattus rattus,Black Rat,8/2/17,male,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.65,15.2,dwellings and temporary settlements,CDAR0250,rodents/shrews,Rattus rattus,Black Rat,8/2/17,male,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.65,15.2,dwellings and temporary settlements,CDAR0251,rodents/shrews,Rattus rattus,Black Rat,8/2/17,male,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.65,15.2,dwellings and temporary settlements,CDAR0251,rodents/shrews,Rattus rattus,Black Rat,8/2/17,male,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.65,15.2,dwellings and temporary settlements,CDAR0251,rodents/shrews,Rattus rattus,Black Rat,8/2/17,male,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.65,15.2,dwellings and temporary settlements,CDAR0251,rodents/shrews,Rattus rattus,Black Rat,8/2/17,male,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.65,15.2,dwellings and temporary settlements,CDAR0252,rodents/shrews,Rattus rattus,Black Rat,8/2/17,male,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.65,15.2,dwellings and temporary settlements,CDAR0252,rodents/shrews,Rattus rattus,Black Rat,8/2/17,male,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.65,15.2,dwellings and temporary settlements,CDAR0252,rodents/shrews,Rattus rattus,Black Rat,8/2/17,male,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.65,15.2,dwellings and temporary settlements,CDAR0252,rodents/shrews,Rattus rattus,Black Rat,8/2/17,male,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.65,15.2,dwellings and temporary settlements,CDAR0253,rodents/shrews,Rattus rattus,Black Rat,8/2/17,male,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.65,15.2,dwellings and temporary settlements,CDAR0253,rodents/shrews,Rattus rattus,Black Rat,8/2/17,male,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.65,15.2,dwellings and temporary settlements,CDAR0253,rodents/shrews,Rattus rattus,Black Rat,8/2/17,male,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.65,15.2,dwellings and temporary settlements,CDAR0253,rodents/shrews,Rattus rattus,Black Rat,8/2/17,male,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.65,15.2,dwellings and temporary settlements,CDAR0254,rodents/shrews,Rattus rattus,Black Rat,8/2/17,female,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.65,15.2,dwellings and temporary settlements,CDAR0254,rodents/shrews,Rattus rattus,Black Rat,8/2/17,female,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.65,15.2,dwellings and temporary settlements,CDAR0254,rodents/shrews,Rattus rattus,Black Rat,8/2/17,female,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.65,15.2,dwellings and temporary settlements,CDAR0254,rodents/shrews,Rattus rattus,Black Rat,8/2/17,female,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.65,15.2,dwellings and temporary settlements,CDAR0255,rodents/shrews,Rattus rattus,Black Rat,8/2/17,male,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.65,15.2,dwellings and temporary settlements,CDAR0255,rodents/shrews,Rattus rattus,Black Rat,8/2/17,male,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.65,15.2,dwellings and temporary settlements,CDAR0255,rodents/shrews,Rattus rattus,Black Rat,8/2/17,male,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.65,15.2,dwellings and temporary settlements,CDAR0255,rodents/shrews,Rattus rattus,Black Rat,8/2/17,male,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0256,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0256,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0256,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0256,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0257,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0257,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0257,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0257,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0258,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0258,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0258,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0258,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0259,rodents/shrews,Rattus rattus,Black Rat,8/19/17,female,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0259,rodents/shrews,Rattus rattus,Black Rat,8/19/17,female,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0259,rodents/shrews,Rattus rattus,Black Rat,8/19/17,female,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0259,rodents/shrews,Rattus rattus,Black Rat,8/19/17,female,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0260,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0260,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0260,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0260,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0261,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0261,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0261,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0261,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0262,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0262,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0262,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0262,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0263,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0263,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0263,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0263,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0264,rodents/shrews,Rattus rattus,Black Rat,8/19/17,female,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0264,rodents/shrews,Rattus rattus,Black Rat,8/19/17,female,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0264,rodents/shrews,Rattus rattus,Black Rat,8/19/17,female,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0264,rodents/shrews,Rattus rattus,Black Rat,8/19/17,female,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0265,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0265,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0265,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0265,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0266,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0266,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0266,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0266,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0267,rodents/shrews,Rattus rattus,Black Rat,8/19/17,female,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0267,rodents/shrews,Rattus rattus,Black Rat,8/19/17,female,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0267,rodents/shrews,Rattus rattus,Black Rat,8/19/17,female,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0267,rodents/shrews,Rattus rattus,Black Rat,8/19/17,female,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0268,rodents/shrews,Rattus rattus,Black Rat,8/19/17,female,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0268,rodents/shrews,Rattus rattus,Black Rat,8/19/17,female,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0268,rodents/shrews,Rattus rattus,Black Rat,8/19/17,female,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0268,rodents/shrews,Rattus rattus,Black Rat,8/19/17,female,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0269,rodents/shrews,Rattus rattus,Black Rat,8/19/17,female,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0269,rodents/shrews,Rattus rattus,Black Rat,8/19/17,female,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0269,rodents/shrews,Rattus rattus,Black Rat,8/19/17,female,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0269,rodents/shrews,Rattus rattus,Black Rat,8/19/17,female,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0270,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0270,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0270,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0270,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0271,rodents/shrews,Rattus rattus,Black Rat,8/19/17,female,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0271,rodents/shrews,Rattus rattus,Black Rat,8/19/17,female,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0271,rodents/shrews,Rattus rattus,Black Rat,8/19/17,female,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0271,rodents/shrews,Rattus rattus,Black Rat,8/19/17,female,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0272,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0272,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0272,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0272,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0273,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0273,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0273,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0273,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0274,rodents/shrews,Rattus rattus,Black Rat,8/19/17,female,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0274,rodents/shrews,Rattus rattus,Black Rat,8/19/17,female,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0274,rodents/shrews,Rattus rattus,Black Rat,8/19/17,female,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0274,rodents/shrews,Rattus rattus,Black Rat,8/19/17,female,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0275,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0275,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0275,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.66,15.21,dwellings and temporary settlements,CDAR0275,rodents/shrews,Rattus rattus,Black Rat,8/19/17,male,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.72,15.2,dwellings and temporary settlements,CDAR0276,rodents/shrews,Rattus rattus,Black Rat,8/20/17,male,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.72,15.2,dwellings and temporary settlements,CDAR0276,rodents/shrews,Rattus rattus,Black Rat,8/20/17,male,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.72,15.2,dwellings and temporary settlements,CDAR0276,rodents/shrews,Rattus rattus,Black Rat,8/20/17,male,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.72,15.2,dwellings and temporary settlements,CDAR0276,rodents/shrews,Rattus rattus,Black Rat,8/20/17,male,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.72,15.2,dwellings and temporary settlements,CDAR0277,rodents/shrews,Rattus rattus,Black Rat,8/20/17,female,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.72,15.2,dwellings and temporary settlements,CDAR0277,rodents/shrews,Rattus rattus,Black Rat,8/20/17,female,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.72,15.2,dwellings and temporary settlements,CDAR0277,rodents/shrews,Rattus rattus,Black Rat,8/20/17,female,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.72,15.2,dwellings and temporary settlements,CDAR0277,rodents/shrews,Rattus rattus,Black Rat,8/20/17,female,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.72,15.2,dwellings and temporary settlements,CDAR0278,rodents/shrews,Rattus rattus,Black Rat,8/20/17,female,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.72,15.2,dwellings and temporary settlements,CDAR0278,rodents/shrews,Rattus rattus,Black Rat,8/20/17,female,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
